MYEAR	SDATE	STIME	SHIPC	SHARKID_MD5	STATN	LATIT_DD	LONGI_DD	SEA_AREA_CODE	SEA_AREA_NAME	SEA_BASIN	WATER_DISTRICT	WATER_TYPE_AREA	WLTYP	MNDEP	MXDEP	BQIm	Q_BQIm
2016	2016-05-28			8a1f6f839cf365aa4e02803fd307b419	SMN5	56.65567	12.69050	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	6.01588	
2016	2016-05-28			533dccc922d91ae3ed0eabceb20ae598	SMO1	56.85933	12.48233	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	12	12	2.13116	
2016	2016-05-28			a63e47a69f88cce7939b6567c39a1b40	SMO2	56.85450	12.49333	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	12	12	2.13129	
2016	2016-05-28			4d8737e27f2bc7c58ba1af9586293440	SMO3	56.84350	12.50683	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	12	12	4.19547	
2016	2016-05-28			950b98c883dea061ddc8a14f32071415	SMO4	56.83800	12.49567	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	6.39259	
2016	2016-05-28			63f04f9573c2b6fa23397590e1dbd950	SMO5	56.83667	12.51067	564500-122601	S m Hallands kustvatten	S Kattegatt	Västerhavets vattendistrikt	05 - Södra Hallands och norra Öresunds kustvatten	2 - Havsområde innanför 1 NM	13	13	3.11437	
2016	2016-05-26			a5fc2cd8a1adee668a355f1f42d3d8ef	KAS 1	60.24355	18.67072	601440-184000	Kasfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	27.3	27.3	5.49105	
2016	2016-05-26			c0053b4bb13b73978c2b6eed5af8efd0	R 1-1	60.26313	18.67453	601440-184000	Kasfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	12.5	12.5	3.09945	
2016	2016-05-26			bd13c01f6c3cebb22fae02e638c75aac	R 1-11	60.29880	18.55220	601660-183550	Ängsfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	33	33	5.64252	
2016	2016-05-26			4e6a98de9e9d2295a4cae9bad8dbe201	R 1-12	60.30185	18.52518	601660-183550	Ängsfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	7	7	2.07333	
2016	2016-05-26			c6b2ecc6d8f4ec4531f623972b151277	R 1-14	60.27160	18.59852	601660-183550	Ängsfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	36	36	3.33774	
2016	2016-05-26			1b00d3ff05f6b692ffdc504e7828446b	R 1-15	60.24437	18.63340	601440-184000	Kasfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	23.5	23.5	4.04543	
2016	2016-05-26			a1ae7b6500c586b7b48f398f841072eb	R 1-16	60.32317	18.48310	601660-183550	Ängsfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	16.4	16.4	4.0488	
2016	2016-05-26			6ff8a169f7bd550d635abb3a5efc75af	R 1-2	60.22735	18.65638	601440-184000	Kasfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	17.4	17.4	4.55996	
2016	2016-05-26			41da90b4b713b564053bc59eef631bab	R 1-3	60.27025	18.56443	601660-183550	Ängsfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	8	8	3.01501	
2016	2016-05-26			fde2b8fd03e5db37aceffb9ce9afbba7	R 1-5	60.26057	18.63625	601440-184000	Kasfjärden sek namn	Ålands hav	Norra Östersjöns vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	15.3	15.3	4.22021	
2016	2016-05-25			d02c23bc0addb5da7c25b22679ad81cb	60A	57.44633	12.06417	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	3.8	3.8	2.37433	
2016	2016-05-25			da5d5c107757c123c02f292c4fad5a3b	60A	57.44633	12.06417	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	3.8	3.8	3.25603	
2016	2016-05-25			b501a1c99cc56f3aa79eb2b75d471963	60A	57.44633	12.06417	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	3.8	3.8	4.20523	
2016	2016-05-25			ec0516b87589ee59ab0e2b7c587ff77d	60A	57.44633	12.06417	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	3.8	3.8	2.89363	
2016	2016-05-25			2e96b06bce658c11f8e8ac23362c6292	60A	57.44633	12.06417	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	3.8	3.8	2.61992	
2016	2016-05-25			0975589e2fabc6419db47464f34c4b08	60b	57.43650	12.06250	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	5	3.89254	
2016	2016-05-25			43603055a8476f2069d83bcd85c4cb83	60b	57.43650	12.06250	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	5	2.22928	
2016	2016-05-25			8f0f2e441880060337870ca8e0e2a9e2	60b	57.43650	12.06250	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	5	4.40139	
2016	2016-05-25			757d43c478b0ec04031695f1b8790522	60b	57.43650	12.06250	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	5	2.45882	
2016	2016-05-25			4897c988d986110d3718cb98231eb4df	60b	57.43650	12.06250	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	5	5	2.23677	
2016	2016-05-25			c3cc80cc93dbb6f7bb21ee1309848724	61A	57.41967	12.05500	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	1.31115	
2016	2016-05-25			1cc4fffbe746a50371fb9f658c875c85	61A	57.41967	12.05500	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	2.25889	
2016	2016-05-25			6a450dd3b4642d3fbd42c33b58c268e1	61A	57.41967	12.05500	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	2.45844	
2016	2016-05-25			bc0bef30b490ac5515befdf580f64fd5	61A	57.41967	12.05500	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	2.88755	
2016	2016-05-25			6a293140b397f1028eeebec764567226	61A	57.41967	12.05500	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9	9	3.30683	
2016	2016-05-25			bacc617fb8e982dd98b79995781ecc3d	67	57.37367	12.03817	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	25	25	7.38878	
2016	2016-05-25			0e19bf062d0b025f09609d2bfcf0d2a1	68	57.36633	12.03317	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	25	25	9.25236	
2016	2016-05-25			2f8d73210b89a59b1e41b57700ea0bd4	74	57.35833	12.06467	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.6	14.6	7.89358	
2016	2016-05-25			25e0a9d634c99ffd8a08b731c886d8b9	74	57.35833	12.06467	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.6	14.6	6.21376	
2016	2016-05-25			018e59b74cfa7a23dc5555fc4f531200	74	57.35833	12.06467	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.6	14.6	6.803	
2016	2016-05-25			b303f2571c9b7eebae698779ee97c2a5	74	57.35833	12.06467	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.6	14.6	6.7986	
2016	2016-05-25			0be4b8161478c8ed95094fb2cf5e8a4c	74	57.35833	12.06467	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.6	14.6	6.51398	
2016	2016-05-25			b3ef505f2d9d96b676ef1c2fce958213	79	57.33783	12.01417	570000-120701	N m Hallands kustvatten	N Kattegatt	Västerhavets vattendistrikt	04 - Västkustens yttre kustvatten. Kattegatt	2 - Havsområde innanför 1 NM	35	35	10.0052	
2016	2016-05-25			f97aae77614783814f79d475fc9dddf8	KU13	57.34767	12.02000	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	32	32	7.4315	
2016	2016-05-25			ada234ec60ff31782f0adaeb7fff7131	KU14	57.35583	12.02583	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	34	34	10.7964	
2016	2016-05-25			b8dc51b79cb2ebfedc551789dd50afb6	KU16	57.38033	12.03800	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	24	24	8.42526	
2016	2016-05-25			3c42d4013c74d3a5915a359dbd088d76	KU17	57.38000	12.04333	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	19	19	5.22391	
2016	2016-05-25			78e2818b4160683586c1420f4a288564	KU20	57.41500	12.05167	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	2.40898	
2016	2016-05-25			89efea467f3320f990966ffea0f13cdb	KU21	57.42383	12.05333	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7	7	3.73076	
2016	2016-05-25			ba26bea16a0f73be8073598685cbe663	KU22	57.43000	12.05667	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7	7	2.4029	
2016	2016-05-25			0d8e130cb20a0bd6921d5e042c4305f0	KU4	57.39300	12.05350	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7	7	4.00714	
2016	2016-05-25			74bfdb3ac8f38ab41d10bb7802acde35	KU6	57.37083	12.07400	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	11	11	5.69063	
2016	2016-05-25			0510d3775696ea8fc4c472599bd0fdc8	KU7	57.36250	12.07133	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	13	13	6.13865	
2016	2016-05-25			3ddc543fc0e2682fd03bc811431367fd	LF 1	61.46412	17.16995	612791-171130	Långvindsfjärden	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	28.8	28.8	3.19113	
2016	2016-05-25			2e9455357709dbb0ca31209bae39fe86	LF 2	61.45220	17.17452	612791-171130	Långvindsfjärden	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	15	15	4.22005	
2016	2016-05-25			539a1669b2f5e4ace05948218e9fcd57	LF 3	61.46597	17.15228	612791-171130	Långvindsfjärden	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	16	16	4.1283	
2016	2016-05-25			de218cfbe30734701fd0e4b5e4a9802e	LF 4	61.45817	17.19332	612791-171130	Långvindsfjärden	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	18.8	18.8	4.68983	
2016	2016-05-25			777eb4929785a12f7dbf13acee356253	LF 5	61.46970	17.18043	612791-171130	Långvindsfjärden	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	34.5	34.5	4.23321	
2016	2016-05-25			22b5d70c3345b2314a6c91da0c6905f9	Malö hamn	57.36167	11.97667	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8.5	8.5	7.54714	
2016	2016-05-25			d5b69822474202c00e06266fbefb926c	Malö hamn	57.36167	11.97667	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8.5	8.5	4.31313	
2016	2016-05-25			39c682b4eaa9558bb645bb7661955f91	Malö hamn	57.36167	11.97667	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8.5	8.5	5.53224	
2016	2016-05-25			b8ea5dd41fe30895e2cb7e48162e1ac6	Malö hamn	57.36167	11.97667	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8.5	8.5	5.15111	
2016	2016-05-25			ff66e6dbdcec0edfbbd7099a33e450d4	Malö hamn	57.36167	11.97667	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8.5	8.5	5.14814	
2016	2016-05-25			b274924cac4b49ee36926ed11a422855	N5 KUNGSBACKAFJORDEN	57.40667	12.05000	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	16	16	3.64501	
2016	2016-05-25			744d2ab82b3fa007b826a591fea1eda5	N5 KUNGSBACKAFJORDEN	57.40667	12.05000	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	16	16	4.54159	
2016	2016-05-25			1fac41d96f9edb05e5b021f8b297d5a9	N5 KUNGSBACKAFJORDEN	57.40667	12.05000	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	16	16	3.20097	
2016	2016-05-25			cb9657153043afefa274d2e0d53c9d76	N5 KUNGSBACKAFJORDEN	57.40667	12.05000	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	16	16	4.74218	
2016	2016-05-25			6c5a97f4ee27699ac2a8eb0c0d5eeacb	N5 KUNGSBACKAFJORDEN	57.40667	12.05000	572472-120302	Inre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	16	16	5.21218	
2016	2016-05-25			ef22b790c2f78eef9bb353e1a703bd70	N6 KUNGSBACKAFJORDEN	57.36000	12.02917	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	27	27	9.80066	
2016	2016-05-25			047e32908fa14bafd25de0c6dfebf4ec	N6 KUNGSBACKAFJORDEN	57.36000	12.02917	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	27	27	7.53845	
2016	2016-05-25			b37615c9f931101e103ad335df46de26	N6 KUNGSBACKAFJORDEN	57.36000	12.02917	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	27	27	9.23622	
2016	2016-05-25			342ba520b8d11a3992bd445a73e335d9	N6 KUNGSBACKAFJORDEN	57.36000	12.02917	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	27	27	9.30744	
2016	2016-05-25			f96ea4a205563d3b814619d7ae8fa27e	N6 KUNGSBACKAFJORDEN	57.36000	12.02917	572135-120141	Yttre Kungsbackafjorden	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	27	27	9.85998	
2016	2016-05-25			3649d8d6e36ee5e46e0dbdefbb9c06c6	N8	57.26867	12.08333	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	19	19	9.32466	
2016	2016-05-25			588c9be0889017b42b887517c7641f8c	N8	57.26867	12.08333	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	19	19	9.9919	
2016	2016-05-25			1883d8e1356f6b63441dcd326fae51e1	N8	57.26867	12.08333	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	19	19	9.43338	
2016	2016-05-25			08a1d699de87ba17518031d8d4c1b9fb	N8	57.26867	12.08333	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	19	19	9.60464	
2016	2016-05-25			1a0269460b5c6c241b189d7fd90126e6	N8	57.26867	12.08333	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	19	19	8.82764	
2016	2016-05-25			b74ff6725eb590745376e283759e8a70	R 2-12	61.35107	17.16545	612303-171075	Skärsåfjärden sek namn	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	15.6	15.6	7.6269	
2016	2016-05-25			0b8d9c88d273610164213ef9541494d9	R 2-13	61.36482	17.21397	612303-171075	Skärsåfjärden sek namn	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	22.3	22.3	6.24156	
2016	2016-05-25			b993fb2cfa5e5416a063b3796a1db7b7	R 2-17	61.39262	17.14013	612303-171075	Skärsåfjärden sek namn	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	19	19	10.4733	
2016	2016-05-25			fc935d1cecfc3ce397a0d74ff723c401	R 2-7	61.41117	17.10088	612303-171075	Skärsåfjärden sek namn	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	10.1	10.1	5.31619	
2016	2016-05-25			76cd911e361999c7d1eaac7b2ebce158	R 2-8	61.40567	17.14267	612303-171075	Skärsåfjärden sek namn	Bottenhavet	Bottenhavets vattendistrikt	16 - Södra Bottenhavet. Inre kustvatten	2 - Havsområde innanför 1 NM	15.4	15.4	4.41948	
2016	2016-05-25			41ecd59a8c648f0babbf14ff04d4e1c1	Skalla hamn	57.35917	11.99200	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	6	6	3.11854	
2016	2016-05-25			9caeabfd0bf344b88503756c999aab4c	VA10	57.34133	11.97633	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	21	21	10.0543	
2016	2016-05-25			c9222db82e144294cd5d637d687d9bea	VA11	57.34150	11.98483	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	21	21	10.045	
2016	2016-05-25			188791ae4d91ffb920a3429c0e83a5d6	VARREN1	57.35042	11.96463	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	25	25	5.57512	
2016	2016-05-25			9a44734cea7d4649f87e1f5aa8a78a08	VARREN2	57.35217	11.96743	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	17.7	17.7	8.28729	
2016	2016-05-25			c9a064b6ee8ad9dbe14d6d783b6a4165	VARREN3	57.35687	11.97523	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	8.3	8.3	3.64912	
2016	2016-05-25			ab4606015b83cc57d894ff0a179f0b5d	VARREN5	57.35670	11.97985	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	9.1	9.1	4.6792	
2016	2016-05-25			6db42f3a30edaece2fe82295496e4fc3	VARREN6	57.35023	11.97038	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	21.2	21.2	9.31441	
2016	2016-05-25			c53a55cd1b7929974d6418fb76089f7a	VARREN7	57.34315	11.97440	572072-115880	Varren	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	21.4	21.4	6.72661	
2016	2016-05-25			3611d56d103bf04bdb55cbacb5e3f3b1	VE1	57.31083	12.10167	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.1	14.1	7.92341	
2016	2016-05-25			b0c9371914049cd24a778fee94619d94	VE1	57.31083	12.10167	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.1	14.1	7.35225	
2016	2016-05-25			7352d702a753b8878a883407c0e233c7	VE1	57.31083	12.10167	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.1	14.1	8.33197	
2016	2016-05-25			f68a6d39bf5033077cf8efcf4ed9fc62	VE1	57.31083	12.10167	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.1	14.1	7.68683	
2016	2016-05-25			06969073e08ae52ad211b3da827baea8	VE1	57.31083	12.10167	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	14.1	14.1	7.53051	
2016	2016-05-25			645936b888e49b15d95b69c08ab87bd7	VE2	57.29567	12.10117	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	15	15	8.07059	
2016	2016-05-25			aebbfd232e15adf604d3f67ab7cdaa12	VE2	57.29567	12.10117	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	15	15	6.93927	
2016	2016-05-25			b5548a482df56a333bc5b42e3419cd39	VE2	57.29567	12.10117	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	15	15	8.79534	
2016	2016-05-25			91cce41e06ef614ed7242563e73644ac	VE2	57.29567	12.10117	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	15	15	8.80444	
2016	2016-05-25			2956f059cbedc8ac87af502a6ade6572	VE2	57.29567	12.10117	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	15	15	8.23209	
2016	2016-05-25			64ae202571cc9de9f7114d6361ea1ee2	VE3	57.29917	12.13633	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7.8	7.8	8.41539	
2016	2016-05-25			c9f6178f7d15608165ba3740c4d7c4c8	VE3	57.29917	12.13633	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7.8	7.8	8.74933	
2016	2016-05-25			0f91a3bcc77299ed33baf8b47b744056	VE3	57.29917	12.13633	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7.8	7.8	8.6729	
2016	2016-05-25			1531ec64b82caba4fbfeea03dab0d8a7	VE3	57.29917	12.13633	571720-120640	Vändelsöarkipelagen	N Kattegatt	Västerhavets vattendistrikt	01s - Västkustens inre kustvatten	2 - Havsområde innanför 1 NM	7.8	7.8	8.07911	
