	WATERBODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area	OBJECTID *	Shape *	EU_CD	MS_CD	VISS_MS_CD	NAMN	CATEGORY	WB	District	COMP_AUTH	Country	Version	URL_VISS	ObjVer	PopNamn	GVatten	UTL_EU_CD	UTL_MS_CD	Shape_Length	TYPOMR_KOD	TYPOMRNAMN	TYPE_AREA_NAME	TYPE_AREA_SUFFIX	WATER_DISTRICT_NAME
358	Kålfjärden	4	2	2006-12-31		8	561000-152500	SE4	SE561000-152500	SE4	SE	8	8	35239.42351	8250526.369	45.0	Polygon	SE5455B097-5CDC-429A-ACB2-0D38BF33BAC3	WA15941556	SE561000-152500	Kålfjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE561000-152500	2010	Kålfjärden_(56.17,15.42)	N	 	 	35239.42351	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
359	Yttre redden	4	2	2006-12-31		8	560780-153500	SE4	SE560780-153500	SE4	SE	8	8	45747.51206	25966770.43	31.0	Polygon	SE55D15D36-1D5D-4E86-A356-92521D68F7EC	WA70647929	SE560780-153500	Yttre redden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560780-153500	2010	Yttre redden_(56.14,15.6)	N	 	 	45747.51206	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
360	Boköfjärden	4	2	2006-12-31		8	560895-145975	SE4	SE560895-145975	SE4	SE	8	8	25549.75859	5962353.602999999	38.0	Polygon	SE01E1F097-C4E8-460C-8BE9-48CF7F6C001A	WA56954235	SE560895-145975	Boköfjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560895-145975	2010	Boköfjärden_(56.15,14.99)	N	 	 	25549.75859	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
361	Matviksfjärden	4	2	2006-12-31		8	560950-145810	SE4	SE560950-145810	SE4	SE	8	8	10630.09294	2066771.1630000002	43.0	Polygon	SEE1E2C4BB-2020-4848-9F3F-0ED515BADD1A	WA79602278	SE560950-145810	Matviksfjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560950-145810	2010	Matviksfjärden_(56.16,14.96)	N	 	 	10630.09294	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
362	Inre Pukaviksbukten	4	2	2006-12-31		8	560825-144215	SE4	SE560825-144215	SE4	SE	8	8	23419.47793	9948683.468	35.0	Polygon	SE2302B366-7612-46FD-9299-E3E97BD59AE2	WA43810548	SE560825-144215	Inre Pukaviksbukten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560825-144215	2010	Inre Pukaviksbukten_(56.14,14.69)	N	 	 	23419.47794	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
363	Hallarumsviken	4	2	2006-12-31		8	560795-154730	SE4	SE560795-154730	SE4	SE	8	8	41064.37727	13062872.43	33.0	Polygon	SEC623B63A-7C32-4C57-9393-B04E3A684358	WA58897886	SE560795-154730	Hallarumsviken	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560795-154730	2010	Hallarumsviken_(56.14,15.76)	N	 	 	41064.37727	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
364	Karlshamnsfjärden	4	2	2006-12-31		8	560900-145280	SE4	SE560900-145280	SE4	SE	8	8	15266.267730000001	4231535.96	39.0	Polygon	SE30273074-7EA6-4AE6-868A-FF0635F956BA	WA72333352	SE560900-145280	Karlshamnsfjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560900-145280	2010	Karlshamnsfjärden_(56.15,14.87)	N	 	 	15266.267730000001	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
365	Mellersta Pukaviksbukten	4	2	2006-12-31		8	560740-144375	SE4	SE560740-144375	SE4	SE	8	8	26910.90945	15987907.76	27.0	Polygon	SE0410FF30-D852-4EEB-99A2-31BCC522ED04	WA69903366	SE560740-144375	Mellersta Pukaviksbukten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560740-144375	2010	Mellersta Pukaviksbukten_(56.13,14.73)	N	 	 	26910.90945	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
366	Arpöfjärden sek namn	4	2	2006-12-31		8	560750-152500	SE4	SE560750-152500	SE4	SE	8	8	29251.72463	13164193.26	29.0	Polygon	SEA35DBDBF-2FA8-41AB-9EFC-9570C17DCF35	WA67961857	SE560750-152500	Arpöfjärden sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560750-152500	2010	Arpöfjärden sek namn_(56.12,15.4)	N	 	 	29251.72463	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
367	Hästholmsfjärden	4	2	2006-12-31		8	560740-152650	SE4	SE560740-152650	SE4	SE	8	8	28278.978919999998	7480084.051	28.0	Polygon	SE77FE7C64-BCBD-444C-BFA9-917ADFC16955	WA73869620	SE560740-152650	Hästholmsfjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560740-152650	2010	Hästholmsfjärden_(56.13,15.44)	N	 	 	28278.978919999998	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
368	Sölvesborgsviken	4	2	2006-12-31		7	560205-143545	SE4	SE560205-143545	SE4	SE	7	7	12692.99981	3180268.3819999998	21.0	Polygon	SEA4E6EF7F-8F2E-4969-AC67-05032B616D44	WA82521563	SE560205-143545	Sölvesborgsviken	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560205-143545	2010	Sölvesborgsviken_(56.04,14.59)	N	 	 	12692.99981	7	7 - Skånes kustvatten	Skånes kustvatten	n	Södra Östersjöns vattendistrikt
369	Tostebergabukten	4	2	2006-12-31		7	555950-142740	SE4	SE555950-142740	SE4	SE	7	7	32743.993889999998	17510253.74	19.0	Polygon	SECDC185D2-F8A1-4C55-88F2-6BB47705178E	WA75626781	SE555950-142740	Tostebergabukten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE555950-142740	2010	Tostebergabukten_(56,14.47)	N	 	 	32743.993889999998	7	7 - Skånes kustvatten	Skånes kustvatten	n	Södra Östersjöns vattendistrikt
370	Landöbukten sek namn	4	2	2006-12-31		7	555685-142290	SE4	SE555685-142290	SE4	SE	7	7	35486.184310000004	23334856.91	18.0	Polygon	SEA297145C-CAAD-425C-8685-63920BDAC4AC	WA37573985	SE555685-142290	Landöbukten sek namn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE555685-142290	2010	Landöbukten sek namn_(55.95,14.36)	N	 	 	35486.184310000004	7	7 - Skånes kustvatten	Skånes kustvatten	n	Södra Östersjöns vattendistrikt
371	Sandhammaren-Simrishamn	4	2	2006-12-31		7	552670-142281	SE4	SE552670-142281	SE4	SE	7	7	51952.44282	54089953.42	9.0	Polygon	SE760C94E5-30E2-4564-BA69-3FAF60951DB5	WA19562624	SE552670-142281	Sandhammaren-Simrishamn	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE552670-142281	2010	Sandhammaren-Simrishamn_(55.46,14.3)	N	 	 	51952.44282	7	7 - Skånes kustvatten	Skånes kustvatten	s	Södra Östersjöns vattendistrikt
372	Östre fjorden	4	2	2006-12-31		8	560850-150580	SE4	SE560850-150580	SE4	SE	8	8	16932.8602	4270412.708000001	36.0	Polygon	SEAC60AFB9-1679-41D1-8105-97F4BC19AE80	WA71349208	SE560850-150580	Östre fjorden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560850-150580	2010	Östre fjorden_(56.15,15.09)	N	 	 	16932.8602	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
373	Vierydfjorden	4	2	2006-12-31		8	560930-150810	SE4	SE560930-150810	SE4	SE	8	8	14074.1709	2135303.547	41.0	Polygon	SE69E97BEB-8289-4FB9-88BA-6F176A707778	WA29250443	SE560930-150810	Vierydfjorden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560930-150810	2010	Vierydfjorden_(56.15,15.13)	N	 	 	14074.1709	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
374	Spjälköområdet	4	2	2006-12-31		8	560900-151260	SE4	SE560900-151260	SE4	SE	8	8	34745.91146	9465454.93	40.0	Polygon	SEB1106DC3-F1CC-4AFB-B9A6-4F601C0CF45E	WA56323608	SE560900-151260	Spjälköområdet	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560900-151260	2010	Spjälköområdet_(56.15,15.2)	N	 	 	34745.91146	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
375	Kasfjärden sek namn	3	2	2006-12-31		16	601440-184000	SE3	SE601440-184000	SE3	SE	16	16	51542.31725	16148811.33	434.0	Polygon	SE4EF9EE9D-0D66-4E60-8035-657D7AF73F63	WA99139646	SE601440-184000	Kasfjärden sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601440-184000	2010	Kasfjärden sek namn_(60.25,18.65)	N	 	 	51542.31725	16	16 - Södra Bottenhavet, inre kustvatten	Södra Bottenhavet, inre kustvatten		Norra Östersjöns vattendistrikt
376	Singöfjärden	3	2	2006-12-31		16	601000-184030	SE3	SE601000-184030	SE3	SE	16	16	86945.20686	37098578.6	424.0	Polygon	SE20A42416-4FCE-47ED-BBF7-EF4F4B6A6EC3	WA11249942	SE601000-184030	Singöfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE601000-184030	2010	Singöfjärden_(60.15,18.67)	N	 	 	86945.20686	16	16 - Södra Bottenhavet, inre kustvatten	Södra Bottenhavet, inre kustvatten		Norra Östersjöns vattendistrikt
377	Edeboviken	3	2	2006-12-31		16	600740-183460	SE3	SE600740-183460	SE3	SE	16	16	33456.31849	6740089.749	421.0	Polygon	SEA2EB1E4C-79B6-43A8-A87A-22A2BDD0DFBB	WA79325467	SE600740-183460	Edeboviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE600740-183460	2010	Edeboviken_(60.11,18.57)	N	 	 	33456.31849	16	16 - Södra Bottenhavet, inre kustvatten	Södra Bottenhavet, inre kustvatten		Norra Östersjöns vattendistrikt
378	Ortalaviken	3	2	2006-12-31		16	600565-184600	SE3	SE600565-184600	SE3	SE	16	16	34769.99735	5174123.443	419.0	Polygon	SECC7C85A3-5E67-44C6-A64C-D297C110CC09	WA35362374	SE600565-184600	Ortalaviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE600565-184600	2010	Ortalaviken_(60.02,18.79)	N	 	 	34769.99735	16	16 - Södra Bottenhavet, inre kustvatten	Södra Bottenhavet, inre kustvatten		Norra Östersjöns vattendistrikt
379	Stockholms skärgårds n n	3	2	2006-12-31		15	595000-191501	SE3	SE595000-191501	SE3	SE	15	15	76199.81503	109850259.6	417.0	Polygon	SEDBB507CD-8283-494C-9D50-74429946016E	WA92045734	SE595000-191501	Stockholms skärgårds n n	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE595000-191501	2010	Stockholms skärgårds n n_(59.82,19.27)	N	 	 	76199.81503	15	15 - Stockholms skärgård, yttre kustvatten	Stockholms skärgård, yttre kustvatten		Norra Östersjöns vattendistrikt
380	N Lidöfjärden sek namn	3	2	2006-12-31		12	594800-190655	SE3	SE594800-190655	SE3	SE	12n	12	74317.47371	22463839.14	414.0	Polygon	SE822F6487-D33F-4696-B3FE-33190A494103	WA21617206	SE594800-190655	N Lidöfjärden sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594800-190655	2010	N Lidöfjärden sek namn_(59.81,19.1)	N	 	 	74317.47371	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
381	Vätösundet	3	2	2006-12-31		12	595000-185600	SE3	SE595000-185600	SE3	SE	12n	12	21368.458590000002	2462005.0130000003	416.0	Polygon	SEF0DFB6C1-38BD-401E-A930-A42716C88838	WA74461984	SE595000-185600	Vätösundet	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE595000-185600	2010	Vätösundet_(59.81,18.91)	N	 	 	21368.458590000002	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
382	Norrtäljeviken	3	2	2006-12-31		12	594670-185500	SE3	SE594670-185500	SE3	SE	12n	12	82324.26584	16389077.08	412.0	Polygon	SE9B42D9E4-0355-4F97-94AE-A688F7940156	WA18974073	SE594670-185500	Norrtäljeviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594670-185500	2010	Norrtäljeviken_(59.77,18.78)	N	 	 	82324.26584	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
383	Tjocköfjärden	3	2	2006-12-31		12	594590-190600	SE3	SE594590-190600	SE3	SE	12n	12	35326.12731	9897401.614	411.0	Polygon	SEB4616DD1-6CC8-4D07-8AB3-806AB4AC9599	WA77046690	SE594590-190600	Tjocköfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594590-190600	2010	Tjocköfjärden_(59.76,19.1)	N	 	 	35326.12731	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
384	Långfjärden	3	2	2006-12-31		12	594260-185580	SE3	SE594260-185580	SE3	SE	12n	12	18794.36514	2784193.5689999997	407.0	Polygon	SEB8F1CFB8-6D9C-4D62-88E2-DF9E631545E0	WA45121938	SE594260-185580	Långfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594260-185580	2010	Långfjärden_(59.71,18.92)	N	 	 	18794.36514	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
385	Ålandsfjärden sek namn	3	2	2006-12-31		12	594100-185690	SE3	SE594100-185690	SE3	SE	12n	12	110252.6435	40205789.26	404.0	Polygon	SEADB0E787-A3D4-442A-BAAB-77C4D9C310AE	WA88316659	SE594100-185690	Ålandsfjärden sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594100-185690	2010	Ålandsfjärden sek namn_(59.69,18.93)	N	 	 	110252.6435	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
386	Bergshamraviken	3	2	2006-12-31		12	593750-183962	SE3	SE593750-183962	SE3	SE	12n	12	10768.62387	1802059.42	396.0	Polygon	SE1CA8BAFC-BB49-4F1E-82DB-AC6772688441	WA24348954	SE593750-183962	Bergshamraviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593750-183962	2010	Bergshamraviken_(59.63,18.65)	N	 	 	10768.62388	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
387	Norrfjärden sek namn	3	2	2006-12-31		12	593300-183600	SE3	SE593300-183600	SE3	SE	12n	12	51983.9523	14475836.59	390.0	Polygon	SE2AEFB7B5-88B1-42F5-BB1A-AA20CC485FE4	WA81741467	SE593300-183600	Norrfjärden sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593300-183600	2010	Norrfjärden sek namn_(59.53,18.57)	N	 	 	51983.953180000004	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
388	Fårö n kustvatten	4	2	2006-12-31		11	580150-191251	SE4	SE580150-191251	SE4	SE	11	11	72142.45397	75134063.23	171.0	Polygon	SE43F84E91-F4C2-4454-A59F-1C7CAAEF1D2E	WA12448377	SE580150-191251	Fårö n kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580150-191251	2010	Fårö n kustvatten_(58,19.27)	N	 	 	72142.45397	11	11 - Gotlands västra och norra kustvatten	Gotlands västra och norra kustvatten	n	Södra Östersjöns vattendistrikt
389	Fårö sö kustvatten	4	2	2006-12-31		10	575300-191801	SE4	SE575300-191801	SE4	SE	10	10	66661.78496	114391246.5	151.0	Polygon	SE221B7D8F-28C8-4200-B836-FB60556EC4B3	WA78152661	SE575300-191801	Fårö sö kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575300-191801	2010	Fårö sö kustvatten_(57.88,19.23)	N	 	 	66661.78496	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	n	Södra Östersjöns vattendistrikt
390	Gotlands n kustvatten	4	2	2006-12-31		11	575675-185101	SE4	SE575675-185101	SE4	SE	11	11	49825.308919999996	85451873.78	161.0	Polygon	SE8A8931A2-38F1-4082-AA82-979DFD2B6C97	WA97576217	SE575675-185101	Gotlands n kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575675-185101	2010	Gotlands n kustvatten_(57.95,18.9)	N	 	 	49825.308919999996	11	11 - Gotlands västra och norra kustvatten	Gotlands västra och norra kustvatten	n	Södra Östersjöns vattendistrikt
391	Kappelshamnsviken	4	2	2006-12-31		11	575480-184830	SE4	SE575480-184830	SE4	SE	11	11	34658.442039999994	34532907.01	156.0	Polygon	SEF83DAC5D-5E49-4D7A-97B2-AD26F0951D7C	WA12302763	SE575480-184830	Kappelshamnsviken	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575480-184830	2010	Kappelshamnsviken_(57.89,18.8)	N	 	 	34658.440310000005	11	11 - Gotlands västra och norra kustvatten	Gotlands västra och norra kustvatten	n	Södra Östersjöns vattendistrikt
392	Fårösund	4	2	2006-12-31		10	575150-190400	SE4	SE575150-190400	SE4	SE	10	10	30003.07671	21143088.49	149.0	Polygon	SEE07B333D-B3A8-4AEB-9D1A-A0838F9761FF	WA16899468	SE575150-190400	Fårösund	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575150-190400	2010	Fårösund_(57.88,19.04)	N	 	 	30003.07671	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	n	Södra Östersjöns vattendistrikt
393	Irevik	4	2	2006-12-31		11	575170-183550	SE4	SE575170-183550	SE4	SE	11	11	21554.272969999998	16237264.76	150.0	Polygon	SEAB83A1C0-39B0-4F89-AA10-07932063033A	WA47853443	SE575170-183550	Irevik	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE575170-183550	2010	Irevik_(57.86,18.59)	N	 	 	21554.272969999998	11	11 - Gotlands västra och norra kustvatten	Gotlands västra och norra kustvatten	n	Södra Östersjöns vattendistrikt
394	Ö Gotlands m kustvatten	4	2	2006-12-31		10	573200-185701	SE4	SE573200-185701	SE4	SE	10	10	99986.03893	191763610.4	109.0	Polygon	SEC03E2DCD-4F8F-42A8-B918-32F02A1EA7D1	WA35955800	SE573200-185701	Ö Gotlands m kustvatten	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE573200-185701	2010	Ö Gotlands m kustvatten_(57.52,18.86)	N	 	 	99986.03893	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	n	Södra Östersjöns vattendistrikt
395	Lausvik	4	2	2006-12-31		10	571800-184300	SE4	SE571800-184300	SE4	SE	10	10	22151.22137	22715092.62	87.0	Polygon	SE535BF32C-1567-4742-B8BC-D260ABF7C9AC	WA79066426	SE571800-184300	Lausvik	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE571800-184300	2010	Lausvik_(57.29,18.71)	N	 	 	22151.22137	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	n	Södra Östersjöns vattendistrikt
396	Gansviken	4	2	2006-12-31		10	570850-182920	SE4	SE570850-182920	SE4	SE	10	10	40786.12588	36609809.83	79.0	Polygon	SEDE6E1245-0FC7-45C2-A6BF-71FF8BFE4810	WA52402997	SE570850-182920	Gansviken	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570850-182920	2010	Gansviken_(57.14,18.47)	N	 	 	40786.12588	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	n	Södra Östersjöns vattendistrikt
397	Slesviken	4	2	2006-12-31		10	570200-182500	SE4	SE570200-182500	SE4	SE	10	10	42751.51094	60543455.79	73.0	Polygon	SEE2FEB7A1-973A-4444-B98D-9DDCDF27FEB6	WA85439414	SE570200-182500	Slesviken	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE570200-182500	2010	Slesviken_(57.06,18.4)	N	 	 	42751.51094	10	10 - Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	Östra Ölands, sydöstra Gotlands kustvatten samt Gotska sandön	n	Södra Östersjöns vattendistrikt
398	Håkansöfjärden	1	2	2006-12-31		22	652250-213430	SE1	SE652250-213430	SE1	SE	22	22	26491.91858	8708643.529	597.0	Polygon	SEE2B8C49E-1079-49AA-A007-028C398EA51F	WA24378904	SE652250-213430	Håkansöfjärden	CW	Y	SE1	BV	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE652250-213430	2010	Håkansöfjärden_(65.38,21.55)	N	 	 	26491.91858	22	22 - Bottenviken, inre kustvatten	Bottenviken, inre kustvatten		Bottenvikens vattendistrikt
399	Stora Värtan	3	1	2006-12-31		24	592400-180800	SE3	SE592400-180800	SE3	SE	24	24	43120.2334	17774927.44	368.0	Polygon	SECDE33401-9F25-43C8-8284-A238C1C1005F	WA23043276	SE592400-180800	Stora Värtan	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592400-180800	2012_2	Stora Värtan_(59.42,18.13)	N	 	 	43120.2334	24	24 - Stockholms inre skärgård och Hallsfjärden	Stockholms inre skärgård och Hallsfjärden		Norra Östersjöns vattendistrikt
400	Ronnebyfjärden	4	2	2006-12-31		8	560940-151740	SE4	SE560940-151740	SE4	SE	8	8	34284.37392	10302713.76	42.0	Polygon	SE51ECB43B-AF42-4C5B-A47F-C852603981F2	WA33618420	SE560940-151740	Ronnebyfjärden	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE560940-151740	2010	Ronnebyfjärden_(56.15,15.29)	N	 	 	34284.37392	8	8 - Blekinge skärgård och Kalmarsund, inre kustvatten	Blekinge skärgård och Kalmarsund, inre kustvatten	n	Södra Östersjöns vattendistrikt
401	Gårdsfjärden	2	2	2006-12-31		16	613760-171000	SE2	SE613760-171000	SE2	SE	16	16	25902.022869999997	6308667.668	469.0	Polygon	SE3F684FEA-536F-4C29-8EA4-9771DB9BDCEC	WA70519300	SE613760-171000	Gårdsfjärden	CW	Y	SE2	BH	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE613760-171000	2010	Gårdsfjärden_(61.62,17.13)	N	 	 	25902.022869999997	16	16 - Södra Bottenhavet, inre kustvatten	Södra Bottenhavet, inre kustvatten		Bottenhavets vattendistrikt
402	Del av N Ålands havs utsjövatten	0	3	2012-09-04		0	595913-190752	SE0	SE595913-190752	SE0	SE	0	0	158269.3483	795788974.9																								
403	Del av S n Kvarkens utsjövatten	0	3	2007-01-01		0	632213-201821	SE0	SE632213-201821	SE0	SE	0	0	127876.6083	445291766.4																								
404	Björköfjärden	3	2	2006-12-31		12	594800-190220	SE3	SE594800-190220	SE3	SE	12n	12	141648.6065	38314299.43	413.0	Polygon	SE2D9CF8E3-2F6F-40B4-8905-BE08FCF04BDD	WA12895460	SE594800-190220	Björköfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594800-190220	2010	Björköfjärden_(59.78,19.02)	N	 	 	141648.6065	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
