OBJECTID *	Shape *	EU_CD	MS_CD	VISS_EU_CD	VISS_MS_CD	NAMN	TYP_NFS06	CATEGORY	WB	District	COMP_AUTH	Country	Version	URL_VISS	DATUM	ObjVer	PopNamn	GVatten	UTL_EU_CD	UTL_MS_CD	Shape_Length	Shape_Area	TYPOMR_KOD	TYPOMRNAMN
324	Polygon	SEBE9DF8D2-8C1E-4011-9BC8-6E331160962F	WA93409229	SE590385-180890	SE590385-180890	Horsfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590385-180890	2006-12-31	2010	Horsfjärden_(59.04,18.1)	N	 	 	190857.0468	61504184.68	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
325	Polygon	SE72FC1381-7DC2-40C7-8DA7-04D8F735AD29	WA87665361	SE590400-174090	SE590400-174090	Näslandsfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590400-174090	2006-12-31	2010	Näslandsfjärden_(59.08,17.63)	N	 	 	34605.01203	13992146.01	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
326	Polygon	SED0C803EE-6E7F-4184-BFFB-BCD16844E034	WA79617740	SE590500-182000	SE590500-182000	Fåglaröfjärden sek namn	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590500-182000	2006-12-31	2010	Fåglaröfjärden sek namn_(59.09,18.37)	N	 	 	95300.77174	31265594.15	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
327	Polygon	SE15FFB133-772C-437A-BCC9-F3A051CD5EDC	WA76505752	SE590550-174540	SE590550-174540	Kaggfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590550-174540	2006-12-31	2010	Kaggfjärden_(59.1,17.76)	N	 	 	12058.91802	5230920.537	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
328	Polygon	SE462AAA91-6C09-4122-9CC7-53973476438E	WA82971599	SE590635-182120	SE590635-182120	Sandemars fjärd sek namn	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590635-182120	2006-12-31	2010	Sandemars fjärd sek namn_(59.11,18.35)	N	 	 	51342.21333	17112735.93	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
330	Polygon	SE2D8F04B6-D733-4B1B-8E11-BAECA2B3241C	WA82521184	SE590730-183763	SE590730-183763	Norrfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590730-183763	2006-12-31	2010	Norrfjärden_(59.09,18.58)	N	 	 	133322.5695	66732354.55	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
332	Polygon	SEC2D96626-C036-4DF8-BCBF-D6BAF65628B5	WA73816798	SE590835-183000	SE590835-183000	Jungfrufjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590835-183000	2006-12-31	2010	Jungfrufjärden_(59.15,18.52)	N	 	 	67070.26005	48249094.49	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
334	Polygon	SE939044B6-A818-4789-8205-067D9C60FBB3	WA17701952	SE591050-182320	SE591050-182320	Åvaviken	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591050-182320	2006-12-31	2010	Åvaviken_(59.17,18.38)	N	 	 	4944.070251	724451.6921	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
335	Polygon	SEBB07FC8A-3AF1-45A3-B216-9CBE1C7D902E	WA20961615	SE591050-182740	SE591050-182740	Gränöfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591050-182740	2006-12-31	2010	Gränöfjärden_(59.18,18.43)	N	 	 	50680.16362	15666192.25	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
336	Polygon	SEC75D7AAC-7479-4B84-A8CA-B78011C1E13C	WA59782415	SE591090-182300	SE591090-182300	Vissvassfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591090-182300	2006-12-31	2010	Vissvassfjärden_(59.18,18.38)	N	 	 	5739.073075	1157144.963	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
337	Polygon	SE262962BB-EC9B-4C10-B504-20E1BB5A98AA	WA77631075	SE591160-182400	SE591160-182400	Ällmorafjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591160-182400	2006-12-31	2010	Ällmorafjärden_(59.2,18.38)	N	 	 	8982.182529	1528149.148	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
339	Polygon	SE7732C42A-0B22-408F-AAA6-6C052EE0914E	WA85834901	SE591200-183600	SE591200-183600	Nämdöfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591200-183600	2006-12-31	2010	Nämdöfjärden_(59.2,18.61)	N	 	 	153869.2937	71587073.24	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
340	Polygon	SEC3591FDF-73FF-46D7-8E81-40231CC1CFD4	WA38205590	SE591280-182070	SE591280-182070	Kalvfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591280-182070	2016-12-12	2016	Kalvfjärden_(59.21,18.34)	N	 	 	19799.66644	3504919.481	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
341	Polygon	SE313B0876-D806-4D2E-9A9F-EE1BE3601A35	WA82566638	SE591300-182800	SE591300-182800	Ingaröfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591300-182800	2006-12-31	2010	Ingaröfjärden_(59.22,18.48)	N	 	 	93386.7493	42198358.55	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
342	Polygon	SE1416720D-A8FF-42D6-BA9D-EFC62EB45AFC	WA27129983	SE591330-184225	SE591330-184225	Kalkkobbsfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591330-184225	2006-12-31	2010	Kalkkobbsfjärden_(59.23,18.7)	N	 	 	17321.08673	7364501.082	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
343	Polygon	SE8A2EB1F4-FDED-4A70-A0F2-8AAB6C334981	WA66709730	SE591400-182320	SE591400-182320	Erstaviken	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591400-182320	2006-12-31	2010	Erstaviken_(59.25,18.34)	N	 	 	38691.62126	17464752.93	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
344	Polygon	SE35AF21F1-6F30-4721-9CEC-915D7C6A1CEE	WA98700208	SE591400-183200	SE591400-183200	Björnöfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591400-183200	2006-12-31	2010	Björnöfjärden_(59.23,18.53)	N	 	 	15976.96184	1560737.875	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
346	Polygon	SE29A2E1D7-2076-45F5-BD6C-FB9F91DC3C57	WA64643108	SE591655-183200	SE591655-183200	Tranaröfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591655-183200	2006-12-31	2010	Tranaröfjärden_(59.28,18.53)	N	 	 	35759.93841	4454282.022	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
347	Polygon	SE1C10C14F-9433-4438-A131-C23020FA291C	WA28361109	SE591655-183530	SE591655-183530	Våmfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591655-183530	2006-12-31	2010	Våmfjärden_(59.28,18.59)	N	 	 	7431.028658	1563603.781	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
348	Polygon	SEFB51B0A2-B380-476A-96B4-49BD0F0C47E4	WA78642068	SE591745-182250	SE591745-182250	Kolström	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591745-182250	2006-12-31	2010	Kolström_(59.29,18.41)	N	 	 	10008.45055	744092.0147	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
349	Polygon	SE112DAA24-C175-4DFE-A509-2B6E1A19A23A	WA51297117	SE591755-182800	SE591755-182800	Lagnöström	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591755-182800	2006-12-31	2010	Lagnöström_(59.29,18.46)	N	 	 	7231.164589	697789.1829	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
350	Polygon	SE3537B57E-B614-4E37-8728-4E58D6F3B3E4	WA44421693	SE591755-183895	SE591755-183895	Breviken	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591755-183895	2006-12-31	2010	Breviken_(59.29,18.65)	N	 	 	31874.80768	5294697.59	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
351	Polygon	SE7108C29A-540D-4CA5-BAF2-F88873E96550	WA30569070	SE591760-181955	SE591760-181955	Baggensfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591760-181955	2006-12-31	2010	Baggensfjärden_(59.3,18.33)	N	 	 	41715.74909	14433121.08	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
354	Polygon	SEC5C97FBD-041D-49A0-823B-24CF5FA076CD	WA55157729	SE591815-182670	SE591815-182670	Grisslingen	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591815-182670	2006-12-31	2010	Grisslingen_(59.3,18.44)	N	 	 	13542.4457	2676843.436	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
355	Polygon	SE2C273790-85DB-4B50-83BC-9A4AE0C47C85	WA91169418	SE591905-185275	SE591905-185275	Eknösundet	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591905-185275	2006-12-31	2010	Eknösundet_(59.31,18.84)	N	 	 	15493.83605	4526127.042	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
358	Polygon	SE93A012E3-B7C8-429F-BEF8-551A55213928	WA68382937	SE592000-184700	SE592000-184700	Kanholmsfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592000-184700	2006-12-31	2010	Kanholmsfjärden_(59.34,18.78)	N	 	 	39782.3959	34967160.71	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
360	Polygon	SE053D3E0D-6DC6-4EF9-86CF-B4996DE9295A	WA51137015	SE592040-184000	SE592040-184000	Älgöfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592040-184000	2006-12-31	2010	Älgöfjärden_(59.35,18.61)	N	 	 	84606.79161	16360467.82	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
361	Polygon	SED092E22A-D6BD-4034-8D41-9096F5501E93	WA89479597	SE592090-185125	SE592090-185125	Möja söderfjärd	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592090-185125	2006-12-31	2010	Möja söderfjärd_(59.37,18.87)	N	 	 	98732.47371	34568395.81	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
364	Polygon	SE104965C1-B341-404E-92DB-9C6B81CE8713	WA63295529	SE592245-184400	SE592245-184400	Sollenkrokafjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592245-184400	2006-12-31	2010	Sollenkrokafjärden_(59.37,18.71)	N	 	 	51808.82394	8866082.96	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
365	Polygon	SEC6B69408-FC80-4FC0-8733-72ACECFBC995	WA83135258	SE592280-183550	SE592280-183550	Sandöfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592280-183550	2006-12-31	2010	Sandöfjärden_(59.39,18.57)	N	 	 	42138.16711	14010920.18	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
370	Polygon	SE13973294-5C44-46BC-AEC2-F6E753A3545F	WA44553969	SE592400-184400	SE592400-184400	Skagsfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592400-184400	2006-12-31	2010	Skagsfjärden_(59.39,18.68)	N	 	 	109661.3173	24515814.63	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
374	Polygon	SE45C46A2E-674D-41A7-8528-B24529A2E08C	WA72009678	SE592500-185000	SE592500-185000	Möja västerfjärd	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592500-185000	2006-12-31	2010	Möja västerfjärd_(59.44,18.84)	N	 	 	51178.53798	25807001.55	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
377	Polygon	SE0A5411D9-27D4-4A37-B879-520CF24A16CD	WA61049525	SE592547-182720	SE592547-182720	Lindalssundet	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592547-182720	2006-12-31	2010	Lindalssundet_(59.42,18.45)	N	 	 	13576.15415	2674147.567	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
381	Polygon	SEC788F3D0-84E3-4D4F-B068-422771445DBB	WA80139110	SE592605-182310	SE592605-182310	Trälhavet	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592605-182310	2006-12-31	2010	Trälhavet_(59.44,18.37)	N	 	 	51929.13328	20583857.1	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
382	Polygon	SE01BFACF1-84D8-4B19-8891-434BDF857112	WA33313635	SE592640-184500	SE592640-184500	Träsköfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592640-184500	2006-12-31	2010	Träsköfjärden_(59.43,18.76)	N	 	 	299849.5555	68649482.71	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
383	Polygon	SEB0F8789F-4EDA-48BD-BBE1-CC1B8921228A	WA81334953	SE592650-182815	SE592650-182815	Västra Saxarfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592650-182815	2006-12-31	2010	Västra Saxarfjärden_(59.44,18.47)	N	 	 	68392.11423	23885261.45	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
384	Polygon	SE66F4C832-FBB7-40B9-A41B-5E29E07E6B49	WA55658003	SE592790-183000	SE592790-183000	Östra Saxarfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592790-183000	2006-12-31	2010	Östra Saxarfjärden_(59.46,18.51)	N	 	 	79050.81561	31128303.17	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
385	Polygon	SEDE77B229-3ACF-4472-8702-1FB3B25208A8	WA24010303	SE593000-190500	SE593000-190500	Kallskärsfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593000-190500	2006-12-31	2010	Kallskärsfjärden_(59.48,19.05)	N	 	 	79995.38918	66588643.52	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
388	Polygon	SE5724765A-D3C1-4DEB-9029-D0B2ED21FE0A	WA57569412	SE593080-184500	SE593080-184500	Gälnan	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593080-184500	2006-12-31	2010	Gälnan_(59.52,18.77)	N	 	 	99152.32632	53297738.37	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
390	Polygon	SE2AEFB7B5-88B1-42F5-BB1A-AA20CC485FE4	WA81741467	SE593300-183600	SE593300-183600	Norrfjärden sek namn	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593300-183600	2006-12-31	2010	Norrfjärden sek namn_(59.53,18.57)	N	 	 	51983.95318	14475836.62	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
392	Polygon	SE11DE26EB-2CCD-4163-82E9-167FA5839512	WA54541051	SE593460-184890	SE593460-184890	Skatfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593460-184890	2006-12-31	2010	Skatfjärden_(59.55,18.8)	N	 	 	95745.60201	26424452.7	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
393	Polygon	SEB62354AD-0C2F-40C8-BC73-8189EA1AFBEF	WA31332676	SE593500-190000	SE593500-190000	Svartlögafjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593500-190000	2006-12-31	2010	Svartlögafjärden_(59.55,18.98)	N	 	 	286086.8777	259470084.4	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
396	Polygon	SE1CA8BAFC-BB49-4F1E-82DB-AC6772688441	WA24348954	SE593750-183962	SE593750-183962	Bergshamraviken	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593750-183962	2006-12-31	2010	Bergshamraviken_(59.63,18.65)	N	 	 	10768.62388	1802059.42	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
397	Polygon	SEC3C1394F-25C9-40DA-8E71-081198B47775	WA88623408	SE593750-184900	SE593750-184900	Yxlaområdet	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593750-184900	2006-12-31	2010	Yxlaområdet_(59.64,18.86)	N	 	 	263182.2076	70458257.92	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
399	Polygon	SE655FD282-9C88-4186-A9E2-EC301ADE5D79	WA13547710	SE593820-185500	SE593820-185500	Blidösund	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE593820-185500	2006-12-31	2010	Blidösund_(59.63,18.89)	N	 	 	33899.38652	5946411.917	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
402	Polygon	SE04C56951-7435-41E5-8541-E48EB4C9A2A8	WA34139141	SE594000-190500	SE594000-190500	Gräsköfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594000-190500	2006-12-31	2010	Gräsköfjärden_(59.68,19.11)	N	 	 	61536.05019	51971656.3	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
404	Polygon	SEADB0E787-A3D4-442A-BAAB-77C4D9C310AE	WA88316659	SE594100-185690	SE594100-185690	Ålandsfjärden sek namn	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594100-185690	2006-12-31	2010	Ålandsfjärden sek namn_(59.69,18.93)	N	 	 	110252.6435	40205789.26	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
406	Polygon	SE5BAA6D22-87AA-4B72-9191-2ACBEFAE6833	WA82064144	SE594250-191040	SE594250-191040	Granhamnsfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594250-191040	2009-09-29	2010	Granhamnsfjärden_(59.72,19.16)	N	 	 	61415.84977	32585210.49	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
407	Polygon	SEB8F1CFB8-6D9C-4D62-88E2-DF9E631545E0	WA45121938	SE594260-185580	SE594260-185580	Långfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594260-185580	2006-12-31	2010	Långfjärden_(59.71,18.92)	N	 	 	18794.36514	2784193.569	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
408	Polygon	SE543BA5A8-C681-45BE-933B-3878BBE69455	WA35691272	SE594340-190448	SE594340-190448	Kapellskärs hamnområde	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594340-190448	2009-09-29	2010	Kapellskärs hamnområde_(59.72,19.07)	N	 	 	3790.052801	486435.5773	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
409	Polygon	SE3675B0AB-E9BC-4EF3-9419-5BF927CAB31B	WA56092174	SE594350-190530	SE594350-190530	Kapellskärsområdet	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594350-190530	2009-09-29	2010	Kapellskärsområdet_(59.72,19.09)	N	 	 	25214.13048	11488294.79	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
410	Polygon	SE961B7997-DFBA-41D6-A283-387159C4889B	WA36457164	SE594384-185542	SE594384-185542	Åkeröfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594384-185542	2006-12-31	2010	Åkeröfjärden_(59.73,18.94)	N	 	 	17590.57361	1871898.679	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
411	Polygon	SEB4616DD1-6CC8-4D07-8AB3-806AB4AC9599	WA77046690	SE594590-190600	SE594590-190600	Tjocköfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594590-190600	2006-12-31	2010	Tjocköfjärden_(59.76,19.1)	N	 	 	35326.12731	9897401.614	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
412	Polygon	SE9B42D9E4-0355-4F97-94AE-A688F7940156	WA18974073	SE594670-185500	SE594670-185500	Norrtäljeviken	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594670-185500	2006-12-31	2010	Norrtäljeviken_(59.77,18.78)	N	 	 	82324.26584	16389077.08	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
413	Polygon	SE2D9CF8E3-2F6F-40B4-8905-BE08FCF04BDD	WA12895460	SE594800-190220	SE594800-190220	Björköfjärden	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594800-190220	2006-12-31	2010	Björköfjärden_(59.78,19.02)	N	 	 	141648.6065	38314299.43	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
414	Polygon	SE822F6487-D33F-4696-B3FE-33190A494103	WA21617206	SE594800-190655	SE594800-190655	N Lidöfjärden sek namn	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE594800-190655	2006-12-31	2010	N Lidöfjärden sek namn_(59.81,19.1)	N	 	 	74317.47371	22463839.14	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
416	Polygon	SEF0DFB6C1-38BD-401E-A930-A42716C88838	WA74461984	SE595000-185600	SE595000-185600	Vätösundet	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE595000-185600	2006-12-31	2010	Vätösundet_(59.81,18.91)	N	 	 	21368.45859	2462005.013	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
641	Polygon	SE114C717C-892C-45AF-A8E4-62D8742898A4	WA63187896	SE657412-164249	SE657412-164249	Vårgärdssjön	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE657412-164249	2007-01-01	2010	Vårgärdssjön_(59.26,18.3)	N	 	 	4833.084429	375251.5038	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
642	Polygon	SEE991E649-8E0F-4F7E-94F2-52542D3F5EA3	WA48837233	SE657608-164193	SE657608-164193	Neglingeviken	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE657608-164193	2007-03-29	2010	Neglingeviken_(59.28,18.29)	N	 	 	4746.081292	365413.7183	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
643	Polygon	SE8614CB30-210D-4A26-8A05-4F83A1B6BFF3	WA23986800	SE658180-166649	SE658180-166649	Prästmaren	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE658180-166649	2007-04-27	2010	Prästmaren_(59.32,18.73)	N	 	 	4970.46817	188492.9676	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
647	Polygon	SE3A7523CF-ADA8-455C-8095-B370DC30DFBD	WA50630811	SE662116-166449	SE662116-166449	Edsviken	12	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE662116-166449	2007-04-11	2010	Edsviken_(59.68,18.73)	N	 	 	4098.872531	228880.9222	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra
174	Polygon	SED48A1E20-DD7A-4916-B8A3-CF1C30049065	WA96967308	SE580250-164000	SE580250-164000	Edsviken	13	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE580250-164000	2006-12-31	2010	Edsviken_(58.04,16.66)	N	 	 	5774.401042	630637.1734	13	13 - Östergötlands inre skärgård
193	Polygon	SE95ECA748-AB15-4F45-9AFA-E6318C11A5B0	WA89460639	SE581000-164020	SE581000-164020	Inre Valdemarsviken	13	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE581000-164020	2006-12-31	2010	Inre Valdemarsviken_(58.16,16.67)	N	 	 	18774.25466	3130115.172	13	13 - Östergötlands inre skärgård
221	Polygon	SEAB4A34AA-0704-4886-964B-613E9BBB10FE	WA46378339	SE582000-164145	SE582000-164145	Gropviken	13	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582000-164145	2006-12-31	2010	Gropviken_(58.33,16.7)	N	 	 	19661.34897	4349404.711	13	13 - Östergötlands inre skärgård
